"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"USA.5.27_1","Monterey","GADM2","3.6","US","Retail","0.22201343129139334","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.27_1","Monterey","GADM2","3.6","US","Manufacturing","0.33620403438205465","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.27_1","Monterey","GADM2","3.6","US","","0.547487118008622","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.27_1","Monterey","GADM2","3.6","US","Restaurants","0.14515475396935498","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.27_1","Monterey","GADM2","3.6","US","Travel","0.33762470277686246","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.27_1","Monterey","GADM2","3.6","US","Home Services","0.3920060138431536","36.21747682090295","-121.23962348153657","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Professional Services","0.40281656634313284","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Business & Utility Services","0.4502169522920592","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Grocery & Convenience Stores","0.3650738129402056","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Travel","0.2584919670524735","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Lifestyle Services","0.25330757706362783","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Public Good","0.37572684676021295","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","All","0.3381276415941068","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Retail","0.2544403081173698","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","","0.5454870224754144","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Restaurants","0.25072220049870386","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Local Events","0.21960105555196024","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Home Services","0.45873481127451105","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.15_1","Kern","GADM2","3.6","US","Manufacturing","0.3497886587252301","35.34244322872474","-118.73226467260795","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Business & Utility Services","0.5002199318894637","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Manufacturing","0.3596019181597713","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Lifestyle Services","0.43219312964346884","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Local Events","0.28410692388563236","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","All","0.3547233380720778","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","","0.2074574453850341","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Professional Services","0.39328929124991374","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Restaurants","0.21362657409515526","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Travel","0.3013663177499436","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Retail","0.28546895158311125","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Grocery & Convenience Stores","0.3130747561602006","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Public Good","0.41790687657728026","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.54_1","Tulare","GADM2","3.6","US","Home Services","0.4931500497210169","36.220211537773395","-118.80144209701061","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Local Events","0.16835780879564619","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","","0.32443163679460124","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Retail","0.2698469040431036","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Professional Services","0.41788225049048516","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Home Services","0.3925149518959262","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Manufacturing","0.24481191695181276","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Business & Utility Services","0.43068135824406234","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Public Good","0.41529671587168865","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Lifestyle Services","0.3094741264794916","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Grocery & Convenience Stores","0.3098094049683663","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Travel","0.3515528101649642","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","All","0.34951732251291734","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.36_1","San Bernardino","GADM2","3.6","US","Restaurants","0.26378132259742304","34.84273278914933","-116.17966371089373","2025-01-09"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Business & Utility Services","0.41836179812405117","34.321822973296776","-118.22668057620999","2025-01-09"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Professional Services","0.4552468803486163","34.321822973296776","-118.22668057620999","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Business & Utility Services","0.46136494313643145","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Manufacturing","0.3319509305074479","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Grocery & Convenience Stores","0.37672714194650136","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Local Events","0.43468229690630295","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Lifestyle Services","0.2838782524539404","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Retail","0.2628096808698787","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Business & Utility Services","0.42576258546804596","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Grocery & Convenience Stores","0.24155186610156515","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Public Good","0.4101050342191502","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Home Services","0.43360248924548833","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.30_1","Orange","GADM2","3.6","US","Manufacturing","0.2804381145953502","33.70302467912685","-117.76086188122495","2025-01-09"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Public Good","0.47762580892955425","34.321822973296776","-118.22668057620999","2025-01-09"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Home Services","0.44328637374604724","34.321822973296776","-118.22668057620999","2025-01-09"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Retail","0.24720189349972216","34.321822973296776","-118.22668057620999","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","Public Good","0.3003084336391918","33.03467961448801","-116.73219428917275","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","Restaurants","0.15857479737995203","33.03467961448801","-116.73219428917275","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Retail","0.326230661986275","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Professional Services","0.2281206587596749","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Restaurants","0.32608691914429555","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","All","0.2678099901177984","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Lifestyle Services","0.36817208809927665","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Home Services","0.39584399357486316","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.16_1","Kings","GADM2","3.6","US","Public Good","0.3536506205278024","36.07467093999243","-119.81623818576698","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Public Good","0.3447346416872075","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Local Events","0.10401781668903419","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Grocery & Convenience Stores","0.2075896108701812","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Restaurants","0.17084668218470908","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Travel","0.38568567481083144","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Professional Services","0.3806671947003286","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.40_1","San Luis Obispo","GADM2","3.6","US","Home Services","0.3421669704549361","35.38769386213297","-120.40591003420344","2025-01-09"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Retail","0.17637932305374657","34.67281324104238","-120.01817389021367","2025-01-09"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Lifestyle Services","0.27297468132307856","34.67281324104238","-120.01817389021367","2025-01-09"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Travel","0.26877900656123804","34.67281324104238","-120.01817389021367","2025-01-09"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Grocery & Convenience Stores","0.24291406693269593","34.67281324104238","-120.01817389021367","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Restaurants","0.29588431700697415","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Grocery & Convenience Stores","0.3510152786216204","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Manufacturing","0.49102602169755855","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Home Services","0.3678054162140372","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Local Events","0.4606935759390252","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","","0.4548684681112549","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Travel","0.4185015943253614","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Lifestyle Services","0.5179053548577209","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Public Good","0.4199963049603195","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Retail","0.4192792022726329","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Business & Utility Services","0.4643451158313298","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","All","0.43199612791711256","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.13_1","Imperial","GADM2","3.6","US","Professional Services","0.4609598847319756","33.04031085182373","-115.36367513698546","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Home Services","0.42823080161243193","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Grocery & Convenience Stores","0.22058849122139074","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Manufacturing","0.4496681567664835","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Local Events","0.18880434896479384","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Lifestyle Services","0.248494898026792","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","","0.34757388563940866","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Restaurants","0.17584298387112623","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Travel","0.4132466345988201","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Professional Services","0.40002918411949256","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","All","0.3232176050543592","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Public Good","0.381047776885891","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Business & Utility Services","0.4067691456043727","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.56_1","Ventura","GADM2","3.6","US","Retail","0.2489729425573675","34.45691532289751","-119.08528774659119","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","Travel","0.34248948531429557","33.03467961448801","-116.73219428917275","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","","0.19179851932352832","33.03467961448801","-116.73219428917275","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","Retail","0.260483312151847","33.03467961448801","-116.73219428917275","2025-01-09"
"USA.5.37_1","San Diego","GADM2","3.6","US","Lifestyle Services","0.27965554170412027","33.03467961448801","-116.73219428917275","2025-01-09"
