"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Grocery & Convenience Stores","0.30359594924197525","34.321822973296776","-118.22668057620999","2025-01-10"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Public Good","0.596543748928963","34.321822973296776","-118.22668057620999","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","Lifestyle Services","0.29046811215638707","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","","0.26873174210855993","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","All","0.39778568796579","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","Home Services","0.4614332571589623","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.37_1","San Diego","GADM2","3.6","US","Public Good","0.3703805737486218","33.03467961448801","-116.73219428917275","2025-01-10"
"USA.5.37_1","San Diego","GADM2","3.6","US","","0.15896179671273944","33.03467961448801","-116.73219428917275","2025-01-10"
"USA.5.37_1","San Diego","GADM2","3.6","US","Retail","0.29171025916238086","33.03467961448801","-116.73219428917275","2025-01-10"
"USA.5.37_1","San Diego","GADM2","3.6","US","Manufacturing","0.3013802763863227","33.03467961448801","-116.73219428917275","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","Grocery & Convenience Stores","0.25369073212995613","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.30_1","Orange","GADM2","3.6","US","Travel","0.2706471083457908","33.70302467912685","-117.76086188122495","2025-01-10"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","All","0.3045432669586848","34.67281324104238","-120.01817389021367","2025-01-10"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Restaurants","0.19011479255574054","34.67281324104238","-120.01817389021367","2025-01-10"
"USA.5.19_1","Los Angeles","GADM2","3.6","US","Retail","0.2783393155591435","34.321822973296776","-118.22668057620999","2025-01-10"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Professional Services","0.4478043502192145","34.67281324104238","-120.01817389021367","2025-01-10"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Retail","0.21454418753804053","34.67281324104238","-120.01817389021367","2025-01-10"
"USA.5.42_1","Santa Barbara","GADM2","3.6","US","Public Good","0.3762397642154921","34.67281324104238","-120.01817389021367","2025-01-10"
