"latitude","longitude","quadkey","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","z_score","ds"
"34.007134576007886","-118.44360351562503","02301231130001","US","2025-01-14 08:00","2193.4429313094715","2385.8921875062874","192.4492561968159","0.0006072095562293788","0.0006475448707097745","8.769845569963275","1.9744921256037755","2025-01-14"
"33.36723698201282","-117.103271484375","02301320321132","US","2025-01-14 08:00","40.92773219884793","40.63834685522579","-0.2893853436221363","1.133000077239347e-05","1.1029481213788839e-05","-0.6902003243335157","-0.06488985447069545","2025-01-14"
"34.20725889235594","-118.333740234375","02301231110312","US","2025-01-14 08:00","1372.3781991744393","1433.6615167435396","61.28331756910029","0.00037991467450766903","0.00038910398649303094","4.462231714901163","1.4907982813964245","2025-01-14"
"35.272531260021644","-116.729736328125","02301302113131","US","2025-01-14 08:00","20.391936223415218","81.76219175128676","61.37025552787155","5.645088079627249e-06","2.2190729389944513e-05","286.884996696544","1.6382193286258653","2025-01-14"
"33.293803075055905","-117.10327148437499","02301320321332","US","2025-01-14 08:00","27.841475010547118","28.572908831176427","0.7314338206293094","7.70733965521187e-06","7.75485189639884e-06","2.5360485910024693","0.22227053234046693","2025-01-14"
"33.89777652626471","-116.79565429687501","02301320131320","US","2025-01-14 08:00","69.26250962579331","67.25079058197989","-2.0117190438134287","1.917390105431344e-05","1.8252251598197382e-05","-2.8631471527668406","-0.26195073482159303","2025-01-14"
"34.043556015526214","-118.157958984375","02301231113330","US","2025-01-14 08:00","2167.643159349715","2255.6526650954647","88.00950574574972","0.0006000674200657766","0.0006121971147875062","4.058275118537255","1.419493899043774","2025-01-14"
"33.86129262617462","-117.432861328125","02301320033111","US","2025-01-14 08:00","238.89036452380083","232.13049692191842","-6.759867601882405","6.613188342373413e-05","6.300155279615007e-05","-2.8178987577517822","-0.3062485698003765","2025-01-14"
"34.27991390834376","-119.25659179687503","02301231001102","US","2025-01-14 08:00","1276.4122873743836","1321.446994960938","45.034707586554305","0.0003533484858526162","0.00035864831947673477","3.5254637857852034","0.5368183814148871","2025-01-14"
"34.13454119271438","-118.42163085937501","02301231112012","US","2025-01-14 08:00","935.1081173457501","987.1356908113125","52.027573465562455","0.0002588654470353719","0.00026791430753940167","5.55785945036797","0.8928506949137508","2025-01-14"
"33.84304482753105","-117.08129882812501","02301320123113","US","2025-01-14 08:00","20.213016851006532","25.746431416876288","5.533414565869755","5.595557931762286e-06","6.987729659530266e-06","26.084995852945834","2.590556919475506","2025-01-14"
"34.20725889235594","-118.839111328125","02301231011313","US","2025-01-14 08:00","600.616558161853","648.4561993649903","47.83964120313726","0.00016626833939452075","0.0001759947444304408","7.951849156097687","1.6896860950556876","2025-01-14"
"34.35250617798356","-117.38891601562499","02301302322203","US","2025-01-14 08:00","31.017717365542794","28.6882325785283","-2.3294847870144935","8.586617015622835e-06","7.786151425128505e-06","-7.275611688425565","-0.6362768796938651","2025-01-14"
"34.85888999726145","-116.861572265625","02301302311003","US","2025-01-14 08:00","15.898135721700841","20.158705263574195","4.260569541873354","4.4010718485779454e-06","5.471188623665839e-06","25.21325199443076","2.0096830954180547","2025-01-14"
"33.84304482753105","-118.37768554687499","02301231132102","US","2025-01-14 08:00","1905.0859869958367","2014.216587503199","109.13060050736226","0.0005273838677224924","0.0005466699738429841","5.725376570201951","4.0","2025-01-14"
